meeting_id,case_id,CaseNumber,MeetingType,MeetingDate,Result,Vote
6649,758,4-TA-2000,City Council Hearing,2000-07-11 00:00:00,APPROVED, 
6650,1869,1-GP-2000,Planning Commission Hearing,2000-02-09 00:00:00,CONTINUED, 
6651,1869,1-GP-2000,Planning Commission Hearing,2000-03-15 00:00:00,APPROVED, 6-0
6652,1869,1-GP-2000,City Council Hearing,2000-04-04 00:00:00,APPROVED, 6-1
6654,1871,3-GP-2000,City Council Hearing,,ON HOLD, 
6655,1876,8-GP-2000,Planning Commission Hearing,2000-09-27 00:00:00, , 
6656,1876,8-GP-2000,Planning Commission Hearing,2000-10-25 00:00:00,APPROVED,7-0
6657,1876,8-GP-2000,City Council Hearing,2000-11-21 00:00:00,APPROVED,7-0
6658,1877,9-GP-2000,Planning Commission Hearing,2000-09-27 00:00:00, , 
6662,2912,9-PP-2000,Development Review Hearing,2000-10-19 00:00:00,APPROVED,6-1
6664,2986,16-PP-2000,Development Review Hearing,2000-11-09 00:00:00,CONTINUED, 
6665,20310,17-PP-2000,Development Review Hearing,2000-10-19 00:00:00,APPROVED,5-2
6666,20351,6-MS-2000,Development Review Hearing,2000-11-09 00:00:00,CONTINUED, 
6504,1640,50-DR-2000,Development Review Hearing,2000-10-05 00:00:00,APPROVED,7-0
6667,2792,13-ZN-2000,Development Review Hearing,2000-11-09 00:00:00,CONTINUED, 
6673,1827,26-DR-1999#4,Development Review Hearing,2000-09-21 00:00:00,APPROVED,6-0
6674,1828,20-DR-2000#2,Development Review Hearing,2000-09-21 00:00:00,APPROVED,5-0
6675,1823,77-DR-2000,Development Review Hearing,2000-09-21 00:00:00,APPROVED,6-0
6679,1824,78-DR-2000,Development Review Hearing,2000-11-09 00:00:00,CONTINUED, 
6680,1825,79-DR-2000,Development Review Hearing,2000-10-19 00:00:00,WITHDRAWN,
6624,1830,81-DR-2000,Development Review Hearing,2000-09-21 00:00:00,CONTINUED, 
6682,1830,81-DR-2000,Development Review Hearing,2000-10-09 00:00:00,CONTINUED, 
6684,1831,82-DR-2000,Development Review Hearing,2000-10-19 00:00:00,ON HOLD, 
7474,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7475,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7476,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7477,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7478,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7479,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7480,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7481,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7482,20890,53-DR-2000#2,Development Review Hearing,2001-03-08 00:00:00,APPROVED, 6-0
7483,20826,1-DR-2001,Development Review Hearing,2001-02-08 00:00:00,ON HOLD, 
7484,20873,204-SD-1996#3,Other,2001-01-23 00:00:00,APPROVED, 
6187,20036,2-ZN-1989#3,City Council Hearing,2000-08-22 00:00:00,WITHDRAWN, 
6685,1799,231-DR-1996#11,Development Review Hearing,2000-09-21 00:00:00,APPROVED,6-0
6686,1821,75-DR-2000,Development Review Hearing,2000-09-07 00:00:00,APPROVED,7-0
6687,525,11-AB-2000,Planning Commission Hearing,2000-05-24 00:00:00,WITHDRAWN, 
6688,525,11-AB-2000,City Council Hearing,2000-06-20 00:00:00,WITHDRAWN, 
6689,527,13-AB-2000,Planning Commission Hearing,2000-06-28 00:00:00,APPROVED,5-0
6690,527,13-AB-2000,City Council Hearing,2000-08-22 00:00:00,APPROVED,7-0
6691,528,14-AB-2000,Planning Commission Hearing,2000-06-14 00:00:00,APPROVED,
6692,528,14-AB-2000,City Council Hearing,2000-07-11 00:00:00,APPROVED,
6693,529,15-AB-2000,Planning Commission Hearing,2000-06-28 00:00:00,APPROVED,
6694,529,15-AB-2000,City Council Hearing,2000-08-22 00:00:00,APPROVED,
6695,530,16-AB-2000,Planning Commission Hearing,2000-06-28 00:00:00,APPROVED,
6696,530,16-AB-2000,City Council Hearing,2000-08-22 00:00:00,APPROVED,
6697,531,17-AB-2000,Planning Commission Hearing,2000-07-19 00:00:00,APPROVED,5-0
6698,531,17-AB-2000,City Council Hearing,2000-08-22 00:00:00,APPROVED,7-0
6699,500,3-AB-2000,City Council Hearing,2000-05-02 00:00:00,APPROVED,
6700,500,3-AB-2000,Planning Commission Hearing,2000-04-12 00:00:00,APPROVED,
6701,518,4-AB-2000,City Council Hearing,2000-05-02 00:00:00,APPROVED,
6702,518,4-AB-2000,Planning Commission Hearing,2000-04-12 00:00:00,APPROVED,
6703,519,5-AB-2000,City Council Hearing,2000-05-02 00:00:00,APPROVED,
6704,519,5-AB-2000,Planning Commission Hearing,2000-04-12 00:00:00,APPROVED,
6705,520,6-AB-2000,City Council Hearing,2000-05-02 00:00:00,APPROVED,
6706,520,6-AB-2000,Planning Commission Hearing,2000-04-12 00:00:00,APPROVED,
6707,521,7-AB-2000,City Council Hearing,2000-05-16 00:00:00,APPROVED,
6708,521,7-AB-2000,Planning Commission Hearing,2000-04-26 00:00:00,APPROVED,
6709,522,8-AB-2000,City Council Hearing,2000-05-16 00:00:00,APPROVED,6-0
6710,522,8-AB-2000,Planning Commission Hearing,2000-04-26 00:00:00,APPROVED,7-0
6711,523,9-AB-2000,City Council Hearing,2000-06-06 00:00:00,APPROVED,7-0
6712,523,9-AB-2000,Planning Commission Hearing,2000-05-10 00:00:00,APPROVED,5-0
6713,641,11-UP-2000,City Council Hearing,2000-04-18 00:00:00,WITHDRAWN,
6714,641,11-UP-2000,Planning Commission Hearing,2000-03-29 00:00:00,WITHDRAWN,
6715,20164,12-UP-2000,City Council Hearing,2000-06-06 00:00:00,CONTINUED, 
6716,713,13-UP-2000,City Council Hearing,2000-06-06 00:00:00, ,
6717,713,13-UP-2000,Planning Commission Hearing,2000-05-10 00:00:00, ,
6718,714,14-UP-2000,City Council Hearing,2000-11-27 00:00:00,WITHDRAWN, 
6719,714,14-UP-2000,Planning Commission Hearing,2000-05-10 00:00:00, , 
6720,715,15-UP-2000,City Council Hearing,2000-04-17 00:00:00,APPROVED,7-0
6721,715,15-UP-2000,Planning Commission Hearing,2000-04-12 00:00:00,APPROVED,5-0
6722,717,16-UP-2000,City Council Hearing,, , 
6723,717,16-UP-2000,Planning Commission Hearing,2000-11-29 00:00:00,ON HOLD, 
6724,718,17-UP-2000,City Council Hearing,, , 
6725,718,17-UP-2000,Planning Commission Hearing,,ON HOLD, 
6726,719,18-UP-2000,City Council Hearing,2000-08-22 00:00:00,APPROVED, 
6727,719,18-UP-2000,Planning Commission Hearing,2000-07-19 00:00:00,APPROVED,5-0 
6728,721,19-UP-2000,City Council Hearing,2000-08-22 00:00:00,APPROVED, 7-0
6729,721,19-UP-2000,Planning Commission Hearing,2000-07-19 00:00:00,APPROVED, 5-0
6730,555,1-UP-2000,City Council Hearing,2000-03-21 00:00:00, ,
6731,555,1-UP-2000,Planning Commission Hearing,2000-02-23 00:00:00, ,
6732,727,24-UP-2000,City Council Hearing,2000-11-27 00:00:00,APPROVED,7-0
6733,727,24-UP-2000,Planning Commission Hearing,2000-10-25 00:00:00,APPROVED,7-0
6734,727,24-UP-2000,Planning Commission Hearing,2000-09-27 00:00:00, , 
6735,728,25-UP-2000,City Council Hearing,2000-11-27 00:00:00,APPROVED,
6736,728,25-UP-2000,Planning Commission Hearing,2000-10-25 00:00:00, ,
6737,728,25-UP-2000,Planning Commission Hearing,2000-09-27 00:00:00, ,
6738,556,2-UP-2000#1,City Council Hearing,2000-04-04 00:00:00,APPROVED,
6739,556,2-UP-2000#1,Planning Commission Hearing,2000-03-15 00:00:00,APPROVED,
6740,557,2-UP-2000#2,City Council Hearing,2000-04-04 00:00:00,APPROVED,6-1
6741,557,2-UP-2000#2,Planning Commission Hearing,2000-03-15 00:00:00,APPROVED,7-0
6743,558,3-UP-2000,Planning Commission Hearing,2000-02-23 00:00:00,CONTINUED, 
6744,558,3-UP-2000,City Council Hearing,2000-04-04 00:00:00,APPROVED,5-2
6745,559,4-UP-2000,City Council Hearing,2000-06-06 00:00:00,APPROVED,7-0
6746,559,4-UP-2000,Planning Commission Hearing,2000-03-15 00:00:00,CONTINUED, 
6747,560,5-UP-2000,Planning Commission Hearing,2000-03-15 00:00:00,CONTINUED, 
6748,560,5-UP-2000,City Council Hearing,2000-04-04 00:00:00,CONTINUED, 
6749,561,6-UP-2000,City Council Hearing,2000-04-04 00:00:00,APPROVED,6-1
6750,561,6-UP-2000,Planning Commission Hearing,2000-03-15 00:00:00,APPROVED,7-0
6752,562,7-UP-2000,Planning Commission Hearing,2000-09-27 00:00:00,CONTINUED, 
6753,563,8-UP-2000,City Council Hearing,2000-04-18 00:00:00,WITHDRAWN,
6754,563,8-UP-2000,Planning Commission Hearing,2000-03-29 00:00:00,WITHDRAWN,
6755,710,69-UP-1985#2,Planning Commission Hearing,2000-04-26 00:00:00, ,
6756,710,69-UP-1985#2,City Council Hearing,2000-05-16 00:00:00,AMENDED,
6757,716,6-UP-1993#2,Planning Commission Hearing,2000-05-10 00:00:00, ,
6758,716,6-UP-1993#2,City Council Hearing,2000-06-06 00:00:00, ,
6760,726,1-UP-1998#2,City Council Hearing,2000-10-17 00:00:00,CONTINUED, 
6761,711,2-UP-1989#2,City Council Hearing,2000-08-22 00:00:00,CONTINUED, 
6762,711,2-UP-1989#2,Planning Commission Hearing,2000-07-19 00:00:00, , 
6763,711,2-UP-1989#2,Planning Commission Hearing,2000-04-26 00:00:00,CONTINUED, 
6764,711,2-UP-1989#2,City Council Hearing,2000-05-16 00:00:00,CONTINUED, 
6766,737,4-UP-1999#2,Planning Commission Hearing,2000-10-25 00:00:00,APPROVED,7-0
6767,737,4-UP-1999#2,City Council Hearing,2000-11-27 00:00:00,APPROVED,7-0
6768,720,53-UP-1985#2,Planning Commission Hearing,2000-07-19 00:00:00,APPROVED, 
6769,720,53-UP-1985#2,City Council Hearing,2000-08-22 00:00:00,CONTINUED, 
6770,2783,10-ZN-2000,City Council Hearing,2000-05-02 00:00:00,CONTINUED, 
6771,2783,10-ZN-2000,Planning Commission Hearing,2000-04-12 00:00:00,APPROVED,6-0
6772,2793,11-ZN-2000,Planning Commission Hearing,2000-04-26 00:00:00,APPROVED,7-0
6773,2793,11-ZN-2000,City Council Hearing,2000-05-15 00:00:00,APPROVED,7-0
6774,2791,12-ZN-2000,Planning Commission Hearing,2000-05-10 00:00:00, , 
6775,2791,12-ZN-2000,City Council Hearing,2000-06-06 00:00:00,CONTINUED, 
6777,2791,12-ZN-2000,City Council Hearing,, , 
6778,2791,12-ZN-2000,Planning Commission Hearing,2000-09-27 00:00:00,CONTINUED, 
6780,2794,14-ZN-2000,Planning Commission Hearing,2000-05-24 00:00:00,CONTINUED, 
6781,2797,16-ZN-2000,Planning Commission Hearing,2000-08-30 00:00:00,CONTINUED, 
6782,2797,16-ZN-2000,City Council Hearing,2000-09-19 00:00:00,CONTINUED, 
6783,2695,1-ZN-2000,Planning Commission Hearing,2000-02-09 00:00:00,CONTINUED, 
6784,2695,1-ZN-2000,Planning Commission Hearing,2000-03-15 00:00:00,APPROVED,6-0
6785,2695,1-ZN-2000,City Council Hearing,2000-04-04 00:00:00,APPROVED,6-1
6311,733,30-UP-2000,Planning Commission Hearing,2000-11-15 00:00:00,APPROVED, 5-0
6786,2825,27-ZN-2000,Planning Commission Hearing,2000-09-27 00:00:00,APPROVED, 6-0
6788,2826,30-ZN-1992#3,Planning Commission Hearing,2000-09-27 00:00:00, , 
6789,2826,30-ZN-1992#3,Planning Commission Hearing,2000-10-25 00:00:00,APPROVED,7-0
6790,2826,30-ZN-1992#3,City Council Hearing,2000-11-27 00:00:00,APPROVED,7-0
6791,2827,29-ZN-2000,Remote Hearing,2000-09-27 00:00:00, , 
6794,2696,2-ZN-2000,Planning Commission Hearing,2000-04-26 00:00:00, , 
6795,2696,2-ZN-2000,Development Review Hearing,2000-04-20 00:00:00,APPROVED,5-0
6796,2699,5-ZN-2000,City Council Hearing,2000-03-21 00:00:00,APPROVED,4-1
6797,2699,5-ZN-2000,Planning Commission Hearing,2000-02-23 00:00:00,APPROVED,5-0
6798,2702,7-ZN-2000,Planning Commission Hearing,2000-03-29 00:00:00,APPROVED,6-0
6799,2702,7-ZN-2000,City Council Hearing,2000-04-18 00:00:00,CONTINUED, 
6800,2703,8-ZN-2000,City Council Hearing,2000-04-18 00:00:00,APPROVED,5-1
5-1
6801,2703,8-ZN-2000,Planning Commission Hearing,2000-03-29 00:00:00,APPROVED,6-0
6802,2782,9-ZN-2000,Planning Commission Hearing,2000-04-12 00:00:00, ,
6803,2782,9-ZN-2000,City Council Hearing,2000-05-02 00:00:00, ,
6805,2805,14-ZN-1992#2,City Council Hearing,2000-10-17 00:00:00,CONTINUED, 
6806,2785,26-ZN-1999#2,Planning Commission Hearing,2000-04-26 00:00:00,APPROVED, 6-0
6807,2785,26-ZN-1999#2,City Council Hearing,2000-05-15 00:00:00,APPROVED,7-0
6808,2786,2-ZN-1989#2,Planning Commission Hearing,2000-04-26 00:00:00,CONTINUED, 
6809,2786,2-ZN-1989#2,City Council Hearing,2000-05-16 00:00:00,WITHDRAWN, 
6810,2786,2-ZN-1989#2,Planning Commission Hearing,2000-07-19 00:00:00,WITHDRAWN, 
6811,2796,30-ZN-1992#2,Planning Commission Hearing,2000-07-06 00:00:00,APPROVED, 
6812,2796,30-ZN-1992#2,City Council Hearing,2000-08-22 00:00:00,APPROVED, 
6813,2788,35-ZN-1995#4,Planning Commission Hearing,2000-04-12 00:00:00,CONTINUED, 
6814,2788,35-ZN-1995#4,City Council Hearing,2000-05-02 00:00:00,CONTINUED, 
6815,2790,44-ZN-1986#2,Planning Commission Hearing,2000-04-26 00:00:00, ,
6816,2790,44-ZN-1986#2,City Council Hearing,2000-05-16 00:00:00, ,
6817,2789,45-ZN-1990#3,City Council Hearing,2000-05-02 00:00:00,APPROVED,
6818,2789,45-ZN-1990#3,Planning Commission Hearing,2000-04-12 00:00:00,APPROVED,
6819,2760,46-ZN-1990#8,City Council Hearing,1996-10-15 00:00:00,APPROVED,
6820,2760,46-ZN-1990#8,Planning Commission Hearing,1996-10-07 00:00:00,APPROVED,
6821,3096,114-SD-2000,Other,, ,
6822,3149,15-SD-2000,Other,2000-06-15 00:00:00,APPROVED, 
6823,3186,19-SD-2000,Other,2000-08-23 00:00:00,APPROVED, 
6824,20024,23-SD-2000,Other,2000-04-18 00:00:00,APPROVED, 
6825,3115,3-SD-2000,Other,2000-03-21 00:00:00,APPROVED, 
6826,20082,4-SD-2000#2,Other,2000-05-30 00:00:00,APPROVED, 
6827,20060,4-SD-2000,Other,2000-05-09 00:00:00,APPROVED, 
6828,3134,0-SD-1987,Other,, ,
6829,20080,208-SD-1987#17,Other,2000-05-19 00:00:00,APPROVED, 
6830,3153,114-SD-1997,Other,2000-06-19 00:00:00,APPROVED, 
6831,3180,120-SD-1997#2,Other,2000-08-16 00:00:00,APPROVED, 
6832,3143,123-SD-1997#2,Other,2000-05-19 00:00:00,APPROVED, 
6833,20280,141-SD-1997,Other,, ,
6834,3189,143-SD-1997#2,Other,2000-10-18 00:00:00,APPROVED, 
6835,3175,155-SD-1997,Other,, ,
6836,3095,178-SD-1997,Other,2000-06-17 00:00:00,APPROVED, 
6837,19860,181-SD-1997,Other,2000-01-31 00:00:00,APPROVED, 
6838,3089,213-SD-1997#3,Other,, ,
6839,18885,23-SD-1997,Other,2000-01-25 00:00:00,APPROVED, 
6840,19853,37-SD-1997,Other,, ,
6841,3072,104-SD-1998,Other,,APPROVED, 
6842,19963,114-SD-1998#2,Other,2000-03-23 00:00:00,APPROVED, 
6843,3182,126-SD-1998#2,Other,2000-06-29 00:00:00,APPROVED, 
6844,3191,127-SD-1998#3,Other,, ,
6845,20154,130-SD-1998#2,Other,2000-06-27 00:00:00,APPROVED,
6846,3159,130-SD-1998#4,Other,2000-06-30 00:00:00,APPROVED, 
6847,3112,139-SD-1998,Other,, ,
6848,3139,24-SD-1998,Other,2000-05-10 00:00:00,APPROVED, 
6849,3111,50-SD-1998,Other,2000-03-24 00:00:00,APPROVED,
6850,3183,54-SD-1998,Other,2000-08-21 00:00:00,APPROVED, 
6851,3102,82-SD-1998#2,Other,2000-04-14 00:00:00,APPROVED, 
6852,3125,82-SD-1998#2R2,Other,2000-04-18 00:00:00,APPROVED, 
6853,3163,157-SD-1996,Other,2000-09-08 00:00:00,APPROVED, 
6854,3136,180-SD-1985,Other,1985-09-19 00:00:00,APPROVED,
6855,3187,11-SD-1988#2,Other,2000-08-23 00:00:00,DENIED,
6856,3181,87-SD-1999,Other,2000-08-17 00:00:00,APPROVED, 
6857,2990,141-SD-1971,Other,2000-08-23 00:00:00,DENIED,
6858,2989,4-SD-1995,Other,2000-08-25 00:00:00,APPROVED, 
6859,3091,17-SD-1998,Other,2000-05-09 00:00:00,APPROVED, 
6860,3080,158-SD-1973,Other,2001-01-01 00:00:00,APPROVED, 
6862,3094,55-SD-1999#3,Other,2000-06-09 00:00:00,APPROVED,
6863,3772,102-SA-2000,Other,2000-06-08 00:00:00,DENIED,
6278,20202,22-ZN-2000,City Council Hearing,2000-10-03 00:00:00,APPROVED,7-0
6280,20203,23-ZN-2000,City Council Hearing,2000-10-03 00:00:00,APPROVED, 7-0
6281,20204,24-ZN-2000,Planning Commission Hearing,2000-09-13 00:00:00,APPROVED,6-1
6484,537,23-AB-2000,Planning Commission Hearing,2000-09-27 00:00:00,APPROVED,6-0
6759,726,1-UP-1998#2,Planning Commission Hearing,2000-09-27 00:00:00,APPROVED,6-0 
6864,2797,16-ZN-2000,Planning Commission Hearing,2000-09-13 00:00:00,CONTINUED, 
6865,3784,50-SA-2000,Other,2000-03-17 00:00:00,APPROVED,
6866,3783,49-SA-2000,Other,2000-03-15 00:00:00,APPROVED, 
6867,19991,43-SA-2000,Other,2000-04-04 00:00:00,APPROVED,
6415,774,6-TA-2000,Planning Commission Hearing,2000-09-27 00:00:00,APPROVED, 
6868,20296,10-AB-2000,Planning Commission Hearing,2000-09-27 00:00:00,DENIED, 6-0
6869,768,8-TA-1999,Planning Commission Hearing,2000-09-27 00:00:00,CONTINUED, 
6871,768,8-TA-1999,Planning Commission Hearing,2000-11-15 00:00:00,APPROVED,6-0
6872,757,3-TA-2000,City Council Hearing,2000-10-03 00:00:00,CONTINUED, 
6873,757,3-TA-2000,City Council Hearing,2000-12-12 00:00:00,CONTINUED,6-1
6874,2696,2-ZN-2000,Planning Commission Hearing,2000-10-11 00:00:00,APPROVED, 7-0
6876,562,7-UP-2000,City Council Hearing,2000-10-17 00:00:00,CONTINUED, 
6152,19935,9-UP-2000,Planning Commission Hearing,2000-09-27 00:00:00,CONTINUED, 
6877,19935,9-UP-2000,Planning Commission Hearing,2000-10-11 00:00:00,APPROVED,7-0
6396,2719,17-ZN-2000,Planning Commission Hearing,2000-09-27 00:00:00,APPROVED, 6-0
6878,2719,17-ZN-2000,Planning Commission Hearing,2000-08-30 00:00:00,CONTINUED, 
6879,2719,17-ZN-2000,Planning Commission Hearing,2000-09-13 00:00:00,CONTINUED, 
6880,2719,17-ZN-2000,City Council Hearing,2000-09-19 00:00:00,CONTINUED, 
6881,2720,18-ZN-2000,Planning Commission Hearing,2000-08-30 00:00:00,CONTINUED, 
6882,2720,18-ZN-2000,Planning Commission Hearing,2000-09-13 00:00:00,CONTINUED, 
6883,2720,18-ZN-2000,City Council Hearing,2000-09-19 00:00:00,CONTINUED, 
6884,2721,19-ZN-2000,Planning Commission Hearing,2000-08-30 00:00:00,CONTINUED, 
6885,2721,19-ZN-2000,Planning Commission Hearing,2000-09-13 00:00:00,CONTINUED, 
6886,2721,19-ZN-2000,City Council Hearing,2000-09-19 00:00:00,CONTINUED, 
6804,2805,14-ZN-1992#2,Planning Commission Hearing,2000-09-27 00:00:00,CONTINUED, 
6887,1873,5-GP-2000,Planning Commission Hearing,2000-09-27 00:00:00,CONTINUED, 
6889,3230,122-SA-2000,Other,2000-07-18 00:00:00,APPROVED, 
6890,1581,174-DR-1997#2,Development Review Hearing,2000-11-09 00:00:00,CONTINUED, 
6891,1829,22-DR-1999#2,Development Review Hearing,2000-09-21 00:00:00,CONTINUED, 
6892,1829,22-DR-1999#2,Development Review Hearing,2000-10-19 00:00:00,APPROVED,7-0
6893,20448,38-UP-2000,Planning Commission Hearing,2000-11-29 00:00:00,APPROVED,5-0
6894,20448,38-UP-2000,City Council Hearing,2001-01-08 00:00:00,APPROVED, 5-2 (cl,g
6895,20365,5-ZN-1992#2,Planning Commission Hearing,2000-11-29 00:00:00,APPROVED,5-0
6896,20365,5-ZN-1992#2,City Council Hearing,2001-01-08 00:00:00,APPROVED,6-1
6897,20449,10-TA-2000,Planning Commission Hearing,2001-01-17 00:00:00,CONTINUED, 
6898,20449,10-TA-2000,City Council Hearing,2001-06-19 00:00:00,APPROVED,7-0
6901,20442,31-AB-2000,City Council Hearing,2000-12-12 00:00:00,APPROVED,7-0
6912,20456,99-DR-2000,Development Review Hearing,2000-11-09 00:00:00,CONTINUED, 
6914,20458,101-DR-2000,Development Review Hearing,2000-11-09 00:00:00,WITHDRAWN, 
6916,20460,103-DR-2000,Development Review Hearing,2000-11-09 00:00:00,APPROVED,7-0
6917,20461,104-DR-2000,Development Review Hearing,2000-11-09 00:00:00,APPROVED,7-0
6918,20462,53-DR-1995#2,Development Review Hearing,2000-11-09 00:00:00,APPROVED,7-0
7-0
6919,20463,105-DR-2000,Development Review Hearing,2000-11-09 00:00:00,APPROVED,7-0
6921,19527,10-PP-1999,Development Review Hearing,1999-07-22 00:00:00,APPROVED,6-0
6922,2937,11-PP-1999,Development Review Hearing,1999-06-17 00:00:00,APPROVED,6-0
6923,2939,12-PP-1999,Development Review Hearing,1999-08-19 00:00:00,APPROVED,6-0
6924,2971,18-PP-1999,Development Review Hearing,1999-10-21 00:00:00,APPROVED,7-0
6925,19762,19-PP-1999,Development Review Hearing,1999-11-18 00:00:00,APPROVED,7-0
6926,2975,22-PP-1999,Development Review Hearing,2000-04-06 00:00:00,APPROVED,6-0
6927,20465,19-PP-2000,Development Review Hearing,2000-12-07 00:00:00,CONTINUED, 
6928,2977,24-PP-1999,Development Review Hearing,1999-11-18 00:00:00,APPROVED,7-0
6929,2978,25-PP-1999,Development Review Hearing,1999-12-09 00:00:00,APPROVED,7-0
6930,2980,27-PP-1999,Development Review Hearing,2000-01-06 00:00:00,APPROVED,6-0
6931,2915,28-PP-1999,City Council Hearing,2000-01-04 00:00:00,APPROVED, 
6932,2915,28-PP-1999,Development Review Hearing,2000-01-20 00:00:00,APPROVED,5-0
6933,2919,29-PP-1997#2,Development Review Hearing,2000-01-20 00:00:00,APPROVED,7-0
6934,2916,29-PP-1999,Development Review Hearing,2000-01-20 00:00:00,APPROVED,5-0
6935,2833,2-PP-1999,Development Review Hearing,1999-02-04 00:00:00,APPROVED,
6936,2917,30-PP-1999,Development Review Hearing,2000-02-03 00:00:00,APPROVED,5-0
6937,2918,31-PP-1999,Development Review Hearing,2000-01-20 00:00:00,APPROVED,5-0
6938,2837,4-PP-1999,Development Review Hearing,1999-04-22 00:00:00,APPROVED,7-0
6939,2839,5-PP-1999,Development Review Hearing,1999-05-20 00:00:00,APPROVED,6-0
6940,2841,6-PP-1999,Development Review Hearing,1999-04-22 00:00:00,APPROVED,7-0
6941,2929,7-PP-1999,Development Review Hearing,1999-05-06 00:00:00,APPROVED,7-0
6942,2931,8-PP-1999,Development Review Hearing,1999-05-06 00:00:00,APPROVED,7-0
6943,2933,9-PP-1999,Development Review Hearing,1999-06-17 00:00:00,APPROVED,4-0
6944,1421,100-DR-1996#2,Development Review Hearing,2000-01-06 00:00:00,APPROVED,4-2
6945,1425,14-DR-1996#3,Development Review Hearing,2000-01-20 00:00:00,APPROVED,5-0
6946,1563,26-DR-2000,Development Review Hearing,2000-04-20 00:00:00,APPROVED,6-0
6947,1063,138-DR-1998#2,Development Review Hearing,1999-06-17 00:00:00,APPROVED,
6948,1506,180-DR-1985#13,Development Review Hearing,2000-02-17 00:00:00,APPROVED,7-0
6949,1097,2-DR-1998,Development Review Hearing,1998-02-19 00:00:00,APPROVED,6-0
6950,1068,3-DR-1994#3,Development Review Hearing,1999-06-17 00:00:00,APPROVED,
6951,1090,70-DR-1998,Development Review Hearing,1998-04-21 00:00:00,APPROVED,6-0
6952,1048,81-DR-1998#2,Development Review Hearing,1999-06-03 00:00:00,APPROVED,6-0
6953,1417,110-DR-1987#3,Development Review Hearing,2000-01-06 00:00:00,APPROVED,6-0
7485,20900,13-SA-2001,Other,2001-01-24 00:00:00,APPROVED, 
7486,20733,33-AB-2000,City Council Hearing,2001-03-06 00:00:00,CONTINUED, 
7487,20736,34-AB-2000,City Council Hearing,2001-02-20 00:00:00,CONTINUED, 
7488,720,53-UP-1985#2,City Council Hearing,2000-09-05 00:00:00,APPROVED, 
7489,20877,1-SD-2001,Other,2001-01-24 00:00:00,APPROVED, 
