meeting_id,case_id,CaseNumber,MeetingType,MeetingDate,Result,Vote
7020,20527,82-DR-1998#10,Development Review Hearing,2000-12-07 00:00:00,APPROVED,6-0
7273,20736,34-AB-2000,Planning Commission Hearing,2001-01-17 00:00:00,APPROVED,6-0
7275,20740,75-SD-2000,Other,2000-12-08 00:00:00,APPROVED, 
7276,20739,307-SA-2000,Other,2000-12-08 00:00:00,APPROVED, 
7277,20539,111-DR-2000,Development Review Hearing,2001-01-11 00:00:00,APPROVED, 7-0
7278,20572,289-SA-2000,Other,2000-12-08 00:00:00,APPROVED, 
7279,20743,44-UP-2000,Planning Commission Hearing,2001-01-17 00:00:00, , 
7280,20716,153-DR-1997#2,Development Review Hearing,2001-01-11 00:00:00,WITHDRAWN, 
7281,20748,309-SA-2000,Other,2000-12-11 00:00:00,APPROVED, 
7282,20750,21-SD-1992#3,Other,2000-12-12 00:00:00,APPROVED, 
7283,20656,13-ZN-2000#DR,Development Review Hearing,2000-11-09 00:00:00,CONTINUED,
7284,20656,13-ZN-2000#DR,Development Review Hearing,2000-11-16 00:00:00,APPROVED,6-0
7286,20492,13-BA-2000,Board of Adjustments Hearing,2001-01-03 00:00:00,WITHDRAWN, 
7287,20754,22-AB-2000,Planning Commission Hearing,2001-01-17 00:00:00,APPROVED,6-0
7288,20754,22-AB-2000,City Council Hearing,2001-03-06 00:00:00,CONTINUED, 
7289,726,1-UP-1998#2,City Council Hearing,2001-02-06 00:00:00,CONTINUED, 
6393,20285,36-UP-2000,City Council Hearing,2000-12-12 00:00:00,APPROVED,7-0
7290,733,30-UP-2000,City Council Hearing,2001-02-06 00:00:00,CONTINUED, 
6870,768,8-TA-1999,City Council Hearing,2000-12-12 00:00:00,CONTINUED, 6-1
7292,757,3-TA-2000,City Council Hearing,2001-01-23 00:00:00,CONTINUED, 
7293,20336,30-AB-2000,City Council Hearing,2000-12-12 00:00:00,CONTINUED,7-0
7294,20336,30-AB-2000,City Council Hearing,2001-01-08 00:00:00,CONTINUED, 
7295,20760,5-DR-1997#3,Development Review Hearing,2001-01-25 00:00:00,APPROVED, 7-0
7296,20762,115-DR-2000,Development Review Hearing,2001-02-08 00:00:00,CONTINUED, 
7297,20763,116-DR-2000,Development Review Hearing,2001-01-25 00:00:00,APPROVED, 7-0
7298,20764,117-DR-2000,Development Review Hearing,2001-01-25 00:00:00,CONTINUED, 
7299,20765,118-DR-2000,Development Review Hearing,2001-01-25 00:00:00,APPROVED, 6-0
7307,20768,32-ZN-2000,Planning Commission Hearing,2001-01-31 00:00:00,APPROVED, 5-0
7308,20768,32-ZN-2000,City Council Hearing,2001-03-20 00:00:00,APPROVED, 
7309,20767,310-SA-2000,Other,2000-12-14 00:00:00,APPROVED, 
7310,20771,45-UP-2000,Planning Commission Hearing,2001-01-31 00:00:00,APPROVED, 6-0
7311,20771,45-UP-2000,City Council Hearing,2001-03-20 00:00:00,APPROVED,7-0 
7312,20757,21-DR-1974#2,Development Review Hearing,2001-01-11 00:00:00,APPROVED, 7-0
7-0
7313,20772,46-UP-2000,Planning Commission Hearing,2001-01-31 00:00:00,CONTINUED, 
7314,20775,12-TA-2000,Planning Commission Hearing,2001-02-14 00:00:00,APPROVED, 6-0
7315,20761,44-DR-1999#2,Development Review Hearing,2001-02-08 00:00:00,APPROVED, 7-0
6379,20273,8-TA-2000,City Council Hearing,2000-12-18 00:00:00,CONTINUED, 
7331,20274,9-TA-2000,City Council Hearing,2001-01-23 00:00:00,CONTINUED, 
7332,20273,8-TA-2000,City Council Hearing,2001-01-23 00:00:00,CONTINUED, 
7333,774,6-TA-2000,City Council Hearing,2001-01-23 00:00:00,CONTINUED, 
7274,20351,6-MS-2000,Development Review Hearing,2000-12-21 00:00:00,CONTINUED, 
7334,20351,6-MS-2000,Development Review Hearing,2000-11-11 00:00:00,CONTINUED, 
7335,20351,6-MS-2000,Development Review Hearing,2001-01-11 00:00:00,CONTINUED, 
7336,20669,11-TA-2000,City Council Hearing,2001-03-20 00:00:00,CONTINUED, 
7246,2982,13-PP-2000,Development Review Hearing,2000-12-21 00:00:00,APPROVED, 5-2
7337,20644,32-AB-2000,Planning Commission Hearing,2001-01-31 00:00:00,APPROVED, 6-0
7338,20644,32-AB-2000,City Council Hearing,2001-03-20 00:00:00,APPROVED, 
7339,20793,26-AB-2000,Planning Commission Hearing,2001-01-31 00:00:00,APPROVED, 5-0
7340,20791,311-SA-2000,Other,2001-01-08 00:00:00,APPROVED, 
7291,768,8-TA-1999,City Council Hearing,2001-01-23 00:00:00,CONTINUED, 
7342,723,21-UP-2000,City Council Hearing,2001-01-23 00:00:00,APPROVED, 6-0
7353,20805,33-ZN-2000,Planning Commission Hearing,2001-01-31 00:00:00,APPROVED, 6-0
7354,20805,33-ZN-2000,City Council Hearing,2001-03-06 00:00:00,CONTINUED, 
7355,20801,314-SA-2000,Other,2000-12-28 00:00:00,APPROVED, 
7356,20476,272-SA-2000,Other,2000-10-25 00:00:00,DENIED, 
7357,20476,272-SA-2000,Other,2001-02-07 00:00:00,APPROVED, 
7358,20806,316-SA-2000,Other,2000-12-28 00:00:00,APPROVED, 
7366,20822,1-UP-2001,Planning Commission Hearing,2001-02-14 00:00:00,APPROVED, 6-0
7367,20823,1-ZN-2001,Planning Commission Hearing,2001-02-28 00:00:00,APPROVED, 7-0
6861,3127,30-SD-1986,Other,1999-02-23 00:00:00,APPROVED, 
7368,20824,1-PP-2001,Development Review Hearing,2001-02-22 00:00:00,ON HOLD, 
7369,20825,2-PP-2001,Development Review Hearing,2001-01-25 00:00:00,APPROVED, 5-1
7371,20827,2-DR-2001,Development Review Hearing,2001-02-08 00:00:00,APPROVED, 7-0
7372,20832,35-AB-2000,Planning Commission Hearing,2001-02-14 00:00:00,CONTINUED,7-0 
7374,711,2-UP-1989#2,City Council Hearing,2000-11-27 00:00:00,WITHDRAWN, 
6328,20235,21-AB-2000,City Council Hearing,2000-11-07 00:00:00,CONTINUED, 
7375,20336,30-AB-2000,City Council Hearing,2001-02-06 00:00:00,APPROVED, 4-2
7376,20237,29-UP-2000,City Council Hearing,2001-02-06 00:00:00,DENIED, 6-0
7377,20764,117-DR-2000,Development Review Hearing,2001-02-08 00:00:00,CONTINUED, 
7378,20351,6-MS-2000,Development Review Hearing,2001-01-25 00:00:00,ON HOLD, 
7379,19660,67-DR-1995#2,Other,2000-12-21 00:00:00,APPROVED, 
7380,20774,20-PP-2000,Development Review Hearing,2001-01-25 00:00:00,APPROVED, 6-0
7381,20646,15-BA-2000,Board of Adjustments Hearing,2001-01-03 00:00:00,WITHDRAWN,7-0
7382,819,8-BA-2000,Board of Adjustments Hearing,2001-01-03 00:00:00,CONTINUED, 
7383,815,4-BA-2000#2,Board of Adjustments Hearing,2001-01-03 00:00:00,CONTINUED, 
7384,816,5-BA-2000#2,Board of Adjustments Hearing,2001-01-03 00:00:00,CONTINUED, 
7285,20604,14-BA-2000,Board of Adjustments Hearing,2001-01-03 00:00:00,APPROVED, 7-0
7385,20844,1-BA-2001,Board of Adjustments Hearing,2001-02-07 00:00:00, , 
7386,20449,10-TA-2000,Planning Commission Hearing,2001-01-31 00:00:00,CONTINUED, 
7387,20669,11-TA-2000,Planning Commission Hearing,2001-01-31 00:00:00,CONTINUED, 
7388,2911,8-PP-2000,Development Review Hearing,2001-02-08 00:00:00,APPROVED, 7-0
7389,20847,3-DR-2001,Development Review Hearing,2001-02-08 00:00:00,APPROVED, 7-0
7390,1873,5-GP-2000,City Council Hearing,2001-02-05 00:00:00,CONTINUED, 
7391,20846,3-SA-2001,Other,2001-01-10 00:00:00,APPROVED, 
7392,20850,37-AB-2000,Planning Commission Hearing,2001-02-14 00:00:00,CONTINUED, 7-0
7393,20850,37-AB-2000,City Council Hearing,2001-03-20 00:00:00,CONTINUED, 
7394,20853,4-DR-2001,Development Review Hearing,2001-02-08 00:00:00,APPROVED, 7-0
7395,20458,101-DR-2000,Development Review Hearing,2001-02-08 00:00:00,CONTINUED, 
7396,20854,40-UP-1982#2,Planning Commission Hearing,2001-02-28 00:00:00,CONTINUED,7-0 
7234,1641,55-DR-2000,Development Review Hearing,2001-01-11 00:00:00,APPROVED, 6-0
7399,20855,2-ZN-2001,Planning Commission Hearing,2001-02-28 00:00:00,CONTINUED, 
7400,20855,2-ZN-2001,City Council Hearing,2001-04-17 00:00:00,ON HOLD, 
7401,20860,2-UP-2001,Planning Commission Hearing,2001-02-28 00:00:00,CONTINUED, 
7402,20860,2-UP-2001,City Council Hearing,2001-04-17 00:00:00,ON HOLD, 
7403,20861,0-DR-2001,Development Review Hearing,2001-01-25 00:00:00,APPROVED, 7-0
7404,20862,62-DR-2000#2,Development Review Hearing,2001-02-08 00:00:00,CONTINUED, 
6888,1831,82-DR-2000,Development Review Hearing,2001-01-11 00:00:00,APPROVED, 7-0
7405,20823,1-ZN-2001,City Council Hearing,2001-04-03 00:00:00,APPROVED, 7-0
7410,20832,35-AB-2000,City Council Hearing,2001-03-20 00:00:00,CONTINUED, 
7411,20823,1-ZN-2001,Remote Hearing,2001-02-08 00:00:00, , 
7412,20828,1-AB-2001,Planning Commission Hearing,2001-02-14 00:00:00,APPROVED, 7-0
7413,20828,1-AB-2001,City Council Hearing,2001-03-20 00:00:00,CONTINUED, 
7414,20449,10-TA-2000,Planning Commission Hearing,2001-05-09 00:00:00,APPROVED, 3-1
7429,20874,2-TA-2001,Planning Commission Hearing,2001-01-17 00:00:00, , 
7430,20874,2-TA-2001,Planning Commission Hearing,2001-02-14 00:00:00,CONTINUED, 
7431,20874,2-TA-2001,City Council Hearing,2001-06-04 00:00:00, , 
7446,771,1-TA-2000,Planning Commission Hearing,2000-03-29 00:00:00, , 
7447,771,1-TA-2000,City Council Hearing,2000-04-18 00:00:00,APPROVED, 
7449,20875,10-SA-2001,Other,2001-01-18 00:00:00,APPROVED, 
7450,965,98-DR-1998,City Council Hearing,,APPROVED, 
7458,20822,1-UP-2001,City Council Hearing,2001-03-20 00:00:00,APPROVED, 
7459,20775,12-TA-2000,City Council Hearing,2001-03-20 00:00:00,CONTINUED, 
7460,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7461,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7462,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7463,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7464,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7465,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7466,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7467,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7468,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7469,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7470,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7471,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
7472,1865,12-GP-1999,City Council Hearing,2000-03-21 00:00:00,WITHDRAWN, 
7473,1865,12-GP-1999,Planning Commission Hearing,2000-02-09 00:00:00,WITHDRAWN, 
6411,723,21-UP-2000,City Council Hearing,2000-10-17 00:00:00,CONTINUED, 
6412,724,22-UP-2000,Planning Commission Hearing,2000-09-13 00:00:00,DENIED,
6413,724,22-UP-2000,City Council Hearing,2000-10-03 00:00:00,WITHDRAWN,
6414,774,6-TA-2000,Planning Commission Hearing,2000-09-13 00:00:00,CONTINUED, 
6416,774,6-TA-2000,City Council Hearing,2000-10-17 00:00:00,CONTINUED, 
6417,2680,27-ZN-1999,Planning Commission Hearing,2000-08-30 00:00:00,WITHDRAWN,
6418,2680,27-ZN-1999,City Council Hearing,2000-09-19 00:00:00,WITHDRAWN,
6419,757,3-TA-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED, 
6420,757,3-TA-2000,City Council Hearing,2000-09-19 00:00:00,CONTINUED, 
6421,773,5-TA-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED,
6422,773,5-TA-2000,City Council Hearing,2000-09-19 00:00:00,APPROVED,
6423,526,12-AB-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED,
6424,526,12-AB-2000,City Council Hearing,2000-09-19 00:00:00,APPROVED,
6425,532,18-AB-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED,5-0
6426,532,18-AB-2000,City Council Hearing,2000-09-19 00:00:00,APPROVED,7-0
6427,534,20-AB-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED,5-0
6428,534,20-AB-2000,City Council Hearing,2000-09-19 00:00:00,APPROVED,7-0
6429,538,24-AB-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED,
6430,538,24-AB-2000,City Council Hearing,2000-09-19 00:00:00,APPROVED,
6431,722,20-UP-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED,4-0
6432,722,20-UP-2000,City Council Hearing,2000-09-19 00:00:00,APPROVED,7-0
6433,20295,134-ZN-1985#9,Planning Commission Hearing,2000-08-30 00:00:00, , 
6434,20295,134-ZN-1985#9,City Council Hearing,2000-09-19 00:00:00,APPROVED,6-1
6435,2799,20-ZN-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED,5-0
6436,2799,20-ZN-2000,City Council Hearing,2000-09-19 00:00:00,APPROVED,7-0
6437,2800,21-ZN-2000,Planning Commission Hearing,2000-08-30 00:00:00,APPROVED,5-0
6438,2800,21-ZN-2000,City Council Hearing,2000-09-19 00:00:00,APPROVED,7-0
6439,1873,5-GP-2000,Planning Commission Hearing,2000-08-30 00:00:00,CONTINUED, 
6442,20296,10-AB-2000,Planning Commission Hearing,2000-08-30 00:00:00,CONTINUED, 
6443,20296,10-AB-2000,City Council Hearing,2000-10-17 00:00:00,APPROVED, 6-0
6444,524,10-AB-2000,Planning Commission Hearing,2000-08-30 00:00:00,CONTINUED,
6445,524,10-AB-2000,City Council Hearing,2000-10-17 00:00:00, ,
6446,20297,90-DR-2000,Development Review Hearing,2000-10-19 00:00:00,CONTINUED, 
6447,20302,41-DR-1997#8,Development Review Hearing,2000-10-19 00:00:00,CONTINUED, 4-3
6448,20303,138-DR-1995#2,Development Review Hearing,2000-11-09 00:00:00,CONTINUED, 
6449,20304,91-DR-2000,Development Review Hearing,2000-10-19 00:00:00,APPROVED,7-0
6450,20305,92-DR-2000,Development Review Hearing,2000-10-19 00:00:00,CONTINUED, 
6452,20307,9-AB-1999#2,Planning Commission Hearing,2000-10-25 00:00:00,APPROVED, 7-0
6453,20307,9-AB-1999#2,City Council Hearing,2000-12-12 00:00:00,APPROVED,7-0
6454,20308,28-DR-1993#3,Development Review Hearing,2000-10-19 00:00:00,APPROVED,7-0
6455,20309,94-DR-2000,Development Review Hearing,2000-11-09 00:00:00,APPROVED,6-1
6456,20310,17-PP-2000,Development Review Hearing,2000-10-05 00:00:00,CONTINUED, 
6460,20267,164-SA-2000,Other,2000-09-22 00:00:00,APPROVED, 
6461,1814,79-DR-1999#2R,Remote Hearing,2000-09-07 00:00:00,CONTINUED,
6462,1814,79-DR-1999#2R,Development Review Hearing,2000-10-05 00:00:00,CONTINUED,
6464,1641,55-DR-2000,Development Review Hearing,2000-12-07 00:00:00,CONTINUED, 
6465,1657,66-DR-2000,Development Review Hearing,2000-09-21 00:00:00,CONTINUED, 
6467,20311,18-PP-2000,Development Review Hearing,2000-11-09 00:00:00,APPROVED,7-0
6468,20316,95-DR-2000,Development Review Hearing,2000-11-19 00:00:00,WITHDRAWN, 
6469,20317,8-SD-1999,Other,2000-09-25 00:00:00,APPROVED,
6470,20318,195-SD-1997#2,Other,2000-09-15 00:00:00,APPROVED,
6471,20319,28-SD-1969,Other,2000-09-25 00:00:00,APPROVED,
6477,20328,106-SA-1998#2,Other,2000-09-21 00:00:00,APPROVED,
6478,20330,238-SA-2000,Other,2000-09-27 00:00:00,APPROVED, 
6480,20331,10-GP-2000#0,Planning Commission Hearing,2000-10-18 00:00:00, ,
6481,20331,10-GP-2000#0,Planning Commission Hearing,2000-10-25 00:00:00, ,
6482,20331,10-GP-2000#0,City Council Hearing,2000-11-27 00:00:00, ,
6483,20332,2-SD-1999#2,Other,2000-09-26 00:00:00,APPROVED,
6485,537,23-AB-2000,City Council Hearing,2000-10-17 00:00:00,APPROVED,6-0 
6486,20336,30-AB-2000,Planning Commission Hearing,2000-10-25 00:00:00,APPROVED, 
6487,20336,30-AB-2000,City Council Hearing,2000-11-27 00:00:00,CONTINUED, 
6488,20301,29-AB-2000,Planning Commission Hearing,2000-10-25 00:00:00,APPROVED, 7-0
6489,20301,29-AB-2000,City Council Hearing,2000-12-12 00:00:00,APPROVED,7-0
6490,20312,167-SA-2000,Other,2000-09-27 00:00:00,APPROVED,
6491,20337,239-SA-2000,Other,2000-09-27 00:00:00,APPROVED,
6492,20338,240-SA-2000,Other,2000-09-27 00:00:00,APPROVED, 
6493,20339,241-SA-2000,Other,2000-09-27 00:00:00,APPROVED, 
6494,20340,115-SD-2000,Other,2000-09-27 00:00:00,APPROVED, 
6495,20342,243-SA-2000,Other,2000-09-27 00:00:00,APPROVED,
6496,20341,242-SA-2000,Other,2000-09-27 00:00:00,APPROVED, 
6497,2912,9-PP-2000,Development Review Hearing,2000-10-05 00:00:00,CONTINUED, 
6503,20350,245-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6505,20225,87-DR-2000,Development Review Hearing,2000-10-05 00:00:00,APPROVED,7-0
6506,2792,13-ZN-2000,Development Review Hearing,2000-10-05 00:00:00,CONTINUED, 
6507,2982,13-PP-2000,Development Review Hearing,2000-10-05 00:00:00,CONTINUED, 
6508,2986,16-PP-2000,Development Review Hearing,2000-10-05 00:00:00,CONTINUED, 
6509,2982,13-PP-2000,Development Review Hearing,2000-11-09 00:00:00,CONTINUED, 
6510,1581,174-DR-1997#2,Development Review Hearing,2000-10-19 00:00:00,CONTINUED, 
6511,1814,79-DR-1999#2R,Development Review Hearing,2000-10-19 00:00:00,WITHDRAWN,
6512,1815,70-DR-2000,Development Review Hearing,2000-10-19 00:00:00,APPROVED,7-0
6513,2982,13-PP-2000,Development Review Hearing,2000-09-07 00:00:00,CONTINUED, 
6514,20351,6-MS-2000,Development Review Hearing,2000-10-05 00:00:00,CONTINUED, 
6515,20353,247-SA-2000,Other,2000-09-29 00:00:00,APPROVED,
6517,20364,96-DR-2000,Development Review Hearing,2000-11-09 00:00:00,WITHDRAWN, 
6531,20374,97-DR-2000,Development Review Hearing,2000-12-07 00:00:00,APPROVED,6-0
6543,20392,252-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6544,20393,253-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6545,20394,254-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6546,20395,255-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6547,20396,256-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6548,20397,257-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6549,20398,258-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6550,20399,259-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6551,20400,260-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6552,20401,261-SA-2000,Other,2000-09-25 00:00:00,APPROVED,
6262,20190,66-DR-2000,Other,2000-08-24 00:00:00,CONTINUED,
6553,20190,66-DR-2000,Development Review Hearing,2000-12-21 00:00:00, ,
6554,1831,82-DR-2000,Development Review Hearing,2000-09-21 00:00:00,CONTINUED, 
6555,20403,37-UP-2000,Planning Commission Hearing,, , 
6556,20403,37-UP-2000,City Council Hearing,,ON HOLD, 
6557,1437,105-DR-1998#2,Development Review Hearing,2000-02-03 00:00:00,APPROVED,5-0
6558,1503,10-DR-2000,Development Review Hearing,2000-02-17 00:00:00,APPROVED,4-3
6559,1638,111-DR-1999#2,Development Review Hearing,2000-06-08 00:00:00,APPROVED,5-1
6560,1639,111-DR-1999#3,Development Review Hearing,2000-07-06 00:00:00,APPROVED,4-2
6561,1433,114-DR-1989#2,Development Review Hearing,2000-02-03 00:00:00,APPROVED,5-0
6562,1497,114-DR-1993#2,Development Review Hearing,2000-02-17 00:00:00,APPROVED,7-0
6563,1632,118-DR-1999#2,Development Review Hearing,2000-05-18 00:00:00,APPROVED,7-0
6565,1504,11-DR-2000,Development Review Hearing,2000-02-17 00:00:00,APPROVED,7-0
6566,1477,123-DR-1996,Development Review Hearing,2000-08-24 00:00:00,CONTINUED, 
6568,1505,12-DR-2000,Development Review Hearing,2000-02-17 00:00:00,APPROVED,7-0
6569,1590,130-DR-1989#2,Development Review Hearing,2000-07-06 00:00:00,APPROVED,6-0
6570,1150,13-DR-2000,Development Review Hearing,2000-03-23 00:00:00,APPROVED,5-0
6571,1025,14-DR-1999,Development Review Hearing,1999-03-04 00:00:00,APPROVED,6-0
6572,1205,15-DR-2000,Development Review Hearing,2000-03-09 00:00:00,APPROVED,7-0
6573,1652,17-DR-1999#3,Development Review Hearing,2000-07-20 00:00:00,APPROVED,6-0
6574,1568,1-DR-1984#2,Development Review Hearing,2000-04-06 00:00:00,APPROVED,6-0
6575,1621,20-DR-2000,Development Review Hearing,2000-03-23 00:00:00,APPROVED,5-1
6576,1582,26-DR-1999#2,Development Review Hearing,2000-03-23 00:00:00,APPROVED,6-0
6577,20413,58-SD-1999,Other,2000-10-06 00:00:00,APPROVED,
6578,1569,29-DR-2000,Development Review Hearing,2000-04-06 00:00:00,APPROVED,5-0
6579,1434,2-DR-2000,Development Review Hearing,2000-02-03 00:00:00,APPROVED,5-0
6580,1628,30-DR-1986#6,Development Review Hearing,2000-03-23 00:00:00,APPROVED,6-0
6581,1570,30-DR-2000,Development Review Hearing,2000-05-04 00:00:00,APPROVED,7-0
6582,1571,31-DR-2000,Development Review Hearing,2000-04-06 00:00:00,APPROVED,5-0
6583,1572,32-DR-2000,Development Review Hearing,2000-05-18 00:00:00,APPROVED,7-0
6584,1573,33-DR-2000,Development Review Hearing,2000-04-20 00:00:00,WITHDRAWN,
6585,1574,34-DR-2000,Development Review Hearing,2000-04-20 00:00:00,WITHDRAWN,
6586,1575,35-DR-2000,Development Review Hearing,2000-06-08 00:00:00,APPROVED,5-1
6587,1576,36-DR-2000,Development Review Hearing,2000-04-20 00:00:00,APPROVED,5-1
6590,1577,37-DR-2000,Development Review Hearing,2000-04-20 00:00:00,APPROVED,6-0
6591,1578,38-DR-2000,Development Review Hearing,2000-04-20 00:00:00,APPROVED,6-0
6592,1579,39-DR-2000,Development Review Hearing,2000-04-20 00:00:00,APPROVED,6-0
6593,1435,3-DR-2000,Development Review Hearing,2000-04-06 00:00:00,APPROVED,5-0
6594,1580,40-DR-2000,Development Review Hearing,2000-07-20 00:00:00,APPROVED,6-0
6595,1626,41-DR-1997,Development Review Hearing,1997-04-17 00:00:00,APPROVED,7-0
6596,1585,41-DR-2000,Development Review Hearing,2000-05-04 00:00:00,APPROVED,7-0
6597,1586,42-DR-2000,Development Review Hearing,2000-05-18 00:00:00,APPROVED,6-0
6598,1587,43-DR-2000,Development Review Hearing,2000-06-08 00:00:00,APPROVED,6-0
6599,1630,45-DR-2000,Development Review Hearing,2000-06-08 00:00:00,APPROVED,7-0
6600,1631,46-DR-2000,Development Review Hearing,2000-05-18 00:00:00,APPROVED,7-0
6601,1633,47-DR-2000,Development Review Hearing,2000-05-18 00:00:00,APPROVED,
6602,1634,48-DR-2000,Development Review Hearing,2000-06-08 00:00:00,APPROVED,6-0
6603,1629,4-DR-1991#3,Development Review Hearing,2000-03-23 00:00:00,APPROVED,6-0
6604,1436,4-DR-2000,Development Review Hearing,2000-02-03 00:00:00,APPROVED,5-0
6605,1593,52-DR-2000,Development Review Hearing,2000-06-22 00:00:00,APPROVED,6-0
6606,1594,53-DR-2000,Development Review Hearing,2000-08-24 00:00:00,APPROVED,7-0
6608,1595,54-DR-2000,Development Review Hearing,2000-07-06 00:00:00,APPROVED,6-0
6609,1643,56-DR-2000,Development Review Hearing,2000-07-20 00:00:00,APPROVED,6-0
6610,1646,59-DR-2000,Development Review Hearing,2000-07-06 00:00:00,APPROVED,6-0
6611,1494,5-DR-2000,Development Review Hearing,2000-02-03 00:00:00,APPROVED,5-0
6612,1657,66-DR-2000,Development Review Hearing,2000-12-21 00:00:00,CONTINUED, 
6613,1773,67-DR-2000,Development Review Hearing,2000-09-21 00:00:00,APPROVED,6-0
6614,1499,6-DR-2000,Development Review Hearing,2000-02-17 00:00:00,APPROVED,4-3
6615,1816,71-DR-2000,Development Review Hearing,2000-09-07 00:00:00,APPROVED,7-0
6616,1817,72-DR-2000,Development Review Hearing,2000-09-07 00:00:00,CONTINUED, 
6617,1818,73-DR-2000,Development Review Hearing,2000-09-07 00:00:00,APPROVED,7-0
6618,1819,74-DR-2000,Development Review Hearing,2000-09-21 00:00:00,APPROVED, 6-0
6619,1822,76-DR-2000,Development Review Hearing,2000-09-21 00:00:00,APPROVED,6-0
6620,1824,78-DR-2000,Development Review Hearing,2000-09-21 00:00:00,CONTINUED, 
6621,1825,79-DR-2000,Development Review Hearing,2000-09-21 00:00:00,CONTINUED,
6622,1597,7-DR-1993#2,Development Review Hearing,2000-07-06 00:00:00,APPROVED,6-0
6623,1500,7-DR-2000,Development Review Hearing,2000-02-17 00:00:00,APPROVED,4-3
6625,1496,82-DR-1998#7,Development Review Hearing,2000-02-17 00:00:00,APPROVED,7-0
6626,1562,82-DR-1998#8,Development Review Hearing,2000-03-23 00:00:00,APPROVED,6-0
6627,1567,82-DR-1998#9,Development Review Hearing,2000-04-06 00:00:00,APPROVED,6-0
6628,1832,83-DR-2000,Development Review Hearing,2000-09-21 00:00:00,CONTINUED, 
6629,1833,84-DR-2000,Development Review Hearing,2000-09-07 00:00:00,APPROVED,7-0
6630,1584,85-DR-1990#8,Development Review Hearing,2000-05-04 00:00:00,APPROVED,7-0
6631,20211,86-DR-1988#4,Development Review Hearing,2000-06-22 00:00:00,CONTINUED, 
6632,1592,86-DR-1988#5,Development Review Hearing,2000-06-22 00:00:00,APPROVED,6-0
6633,1565,86-DR-1998#2,Development Review Hearing,2000-04-20 00:00:00,APPROVED,5-1
6634,1373,89-DR-1992#4,Development Review Hearing,2000-03-09 00:00:00,APPROVED,7-0
6635,1501,8-DR-2000,Development Review Hearing,2000-02-17 00:00:00,APPROVED,4-3
6636,1392,91-DR-1995#4,Development Review Hearing,2000-06-08 00:00:00,APPROVED,5-1
6637,1495,93-DR-1992#2,Development Review Hearing,2000-02-17 00:00:00,APPROVED,7-0
6638,1498,98-DR-1988#2,Development Review Hearing,2000-02-17 00:00:00,APPROVED,7-0
6639,1290,9-DR-1992#2,Development Review Hearing,1997-03-20 00:00:00,APPROVED,6-0
6640,1387,9-DR-1996#2,Development Review Hearing,1996-10-03 00:00:00,CONTINUED,7-0
6641,1502,9-DR-2000,Development Review Hearing,2000-02-17 00:00:00,APPROVED,4-3
6642,2913,10-PP-2000,Development Review Hearing,2000-07-06 00:00:00,APPROVED,5-0
6643,2910,7-PP-2000,Development Review Hearing,2000-06-22 00:00:00,APPROVED,6-0
6644,2911,8-PP-2000,Development Review Hearing,2000-06-22 00:00:00,CONTINUED, 
6645,20422,266-SA-2000,Other,2000-10-05 00:00:00,APPROVED,
6646,772,2-TA-2000,Planning Commission Hearing,2000-04-12 00:00:00, ,
6647,772,2-TA-2000,City Council Hearing,2000-05-02 00:00:00, ,
6648,758,4-TA-2000,Planning Commission Hearing,2000-06-28 00:00:00, , 
